Question,Answer
How can anyone improve their meditation skills during a lockdown in 2020?,"Meditation is not skill. Meditation is art of non-doing. Doing is occupation of mind and meditation is all about non-doing. Skill is for achieving mind and meditation is all about just witnessing the thoughts of mind. You can silence your mind as you continue to meditate.
Start meditating today and don't make any goal of it. Meditation is ecstasy of just being."
Why does one feel sleepy and yawn while chanting a mantra?,"Mind needs occupation. Mind can't sit idle. Mantra chanting is mind-trip. Mantra chanting is an escape like smoking or chewing gum. Mantra is good tranquilizer. Mantra is like mother's lullaby to a restless child. Mantra creates inner monotonous music which creates boredom and boredom leads to sleep.
Mantra chanting is opposite of MEDITATION.
Meditation is non-doing. Meditation is all about being unoccupied. Meditation means state of no-mind.
If you want to sleep start chanting mantra any words will do like you can chant “ coca cola coca cola.”"
What if I meditate for 10 minutes each day for 1 month?,"Your question is coming out of desire of getting something out of meditation. Every “What if?” question is result of a business mind. We go to temple with flowers and pray to get something in return like God needs our favours. Our mind does all kind of absurd things.
You should not meditate because of any goal or desire. Meditation is non-doing. Meditation is the art of remaining unoccupied. Occupation is the business of mind and meditation is all about transcending mind.
How about you meditate till you come again on Quora and telling everybody benifits of meditation?"
Is there any evidence to support the idea of attaining samadhi?,"First thing first!
Q. What is Samadhi?
Samadhi is state of no-mind. It is cessation of mind as master of one's being.
Q. Is there any evidence to support the idea of attaining samadhi?
There are thousands of people who attained Samadhi and living blissful life. Enlightenment/Samadhi is our true nature. Surprisingly everybody is capable of attaining samadhi/enlightenment. Enlightenment is all about losing everything rather than attaining.Mind is a myth that we all spend life with. Mind is cause of all the sufferings in life. Mind is conditioning by our surroundings like society, religion , ambitions and desires. Once you transcend mind you become enlightened.
Evidences won't help you to taste samadhi rather start meditating and soon you will have glimpse of it.
Learn to swim by diving into the ocean."
"Which is best, testosterone or Deca Durabolin?","No steroid is better or worst, it all depends on your goal, whether you want to bulk up or cut fat. Deca will help your body retain water and will result in size and strength gain. Testosterone will help you cut fat and increase strength.
My suggestion is to have a professional trainer / doctor advice and have a complete anabolic steroids Cycle , diet and exercise regime.
PS: Anabolic steroids are not healthy and may cause serious health problems without expert advice."
"To prevent carrying on the remains of an addiction to our next life, for example food addiction or cigarettes, should I eat/smoke more and more till I am done with it or logically convince my mind to get over it?","Neither you should over-indulge in addiction nor you should leave it all together. Guilt is the main reason to keep you in confusion. In confusion one doesn't remain aware and his state of awareness is clouded by unnecessary thoughts and feelings.
What is the key?
You should enjoy your habits , good or bad doesn't matter. If you start enjoying your bad habit, your awareness will increase and in awareness someday you will be able to quit your habit forever consciously.
The only sin in this world is to do things unconsciously."
How can I take samadhi or prepare myself for it?,"No one can take samadhi knowingly. Samadhi happens like sudden clash of thunder. Samadhi is Mahamrityu, because it is cessation of mind as master of your being.
You can certainly prepare for great occasion by meditating and keeping your body healthy as the Samadhi takes lot of energy. You can include meditation and yoga in your daily routine. Avoid alcohol and non-veg food. Start taking sattvic food making your body light and your mind clear of toxic."
"I got initiated into Karuna Reiki recently. However, off late I haven’t been able to beam any energy into the 3rd eye. Beaming into other chakras is happening just fine. I am suffering from depression. What could be causing this?","Your depression is because of blockage at heart (Anahata) chakra. If this blockage of energy is cleared then you will be able to focus on third eye.
You need to contact your Reiki Guru. He will be able to help you. Once your blockage is cleared your depression will also disappear."
Why is meditation so powerful?,"There is no power either in meditation or in mantras. All the power lies within you. Meditation just focuses all your dispersed energy like a lens focusing rays of the sun.
There is no power outside of human. All the spiritual practices are to uncover the power we have within us.
If we align ourselves to laws of the universe then we are able to find hidden wonders of the existence.
Don't buy any wise words in the name of spirituality."
"If religion gives some people hope, what gives atheists hope?","Overconfidence of Atheist as God of his own creation is basic element of survival. Their grandiose image is enough for his belief in Darwin's theory of evolution :-
Survival of the fittest.
In fact not believing in God gives lot of power as compared to believing in God gives only hope.
Though it is nearly impossible to convert atheist to a theist or vice-versa.
So the question is rather like TV channel political debate where everybody barks for 30 minutes and in the end there is no conclusion."
Why does it happen that as soon as I experience something (while in meditation) I start imagining situations where I'm sharing it with my friends and relatives and then I'm distracted? Is it my ego?,"This is because of mind games. Mind always starts with goals and that is what you want to share with your family and mind reverses it and makes you experience so that you share those experiences with your family and friends.
Because experiences are just games of your mind they shatter like dream.
Your mind always looks out for self-approval and for that it weaves all the imagnery situations when you meditate.

What is meditation?
Meditation is choiceless choice. Meditation is non-doing. You just watch thoughts moving as an observer.
How does meditation relax mind?
When you meditate then there are gaps between two thoughts. These gaps are equal to deep sleep moments. When your mind touches the deep sleep for few seconds or milliseconds, your mind and body relaxes.
This happens everyday in your sleep , it is not something beyond your experiences.
The key is to be aware of being sleepy while meditating.
Let the thoughts come and go , you remain WITNESS to the thoughts.
What are the benefits of regular meditation?
When your thoughts are more organized then your presence of mind will improve. Your creativity will skyrocket.
Meditation makes you more efficient in what you love to do.
How long should one meditate?
Start as short as 8 minutes in the morning.
Then 8 minutes in the morning and 8 minutes in the evening.
When you become comfortable with 8 minutes then increase it by 4 minutes after every 15 days.
Maximum 45 minutes meditation will change your life.
Remember :- Meditation is not a work, it is a play--- meditation is not something to be done to achieve some goal, but something to be enjoyed as a play itself. Meditation is not to be forced, it should come as natural as your breathing, your heartbeats. — Swami Jai Deep"
How do I attain the stage of Nirvana without any help of an external substance?,"Making Nirvana a goal of your spiritual journey is more like business. Spiritual quest is not wall Street, where you think about deals and profits.
You can't buy Nirvana at Madison Avenue.
Your spiritual quest should start with :- who am I? What is life? What is my true-self?
If you ask right questions , you will get right answers."
After forcefully opening third eye… There is a great amount of turmoil…can you give some advice to close it?,"If you are feeling pressure or tingling between your eyebrows or you are feeling pressure or tingling on the crown of your head. Then your third eye (pineal gland) is activating/opening. You feel the greatest sensation at first instance when third eye opens. Thereafter, the sensation is kind of moderate and steady.
To close the third eye (Ajna chakra or Agya chakra) switch your focus to physical surrounding or doing usual stuff or you have to release energy hovering at third eye through muladhara (root) chakra.
Take lukewarm water and put your feet in water , close your eyes and put your left palm at forehead and right palm at chest , feel the energy moving from third eye to heart chakra and down to root chakra.
It will take 10–15 minutes to deactivate third eye."
How can I control all 100% of the power of my mind?,"First thing first!
What is mind?
The mind is a constant traffic: thoughts are moving, desires are moving, memories are moving, ambitions are moving – it is a constant traffic! Day in, day out. Even when you are asleep the mind is functioning, it is dreaming. It is still thinking; it is still in worries and anxieties. It is preparing for the next day; an underground preparation is going on. Mind is all about random thoughts.
How can you control mind?
To control mind you have to go beyond. Anything you do to control mind by mind will always be of mind only (it is like dog chasing his tail).
To control your mind (100%) you need to attain state of no-mind. The state of no-mind is called Samadhi.
How can meditation lead you to no-mind?
When you meditate then there are gaps between two thoughts. These gaps are state of no-mind. When you keep meditating these gaps become larger and larger and one day one of the gap becomes parmanent - the state of no-mind.
From state of No-mind you can control your mind.
It is easier to supervise from top of the mountain than from the valley."
"Is state of samadhi (Stillness /Emptiness) during deep meditation dangerous? Can we unknowingly die in deep state of meditation? Yes?, If no, then how to come out of it while being in deep meditation when there are no thoughts only awareness exits?","The Samadhi happens only once in life. Samadhi is a state of pure consciousness and it is the cessation of mind/ego. It is a state of no-mind.
Awareness takes over control of your mind and now mind can be called on-demanded.
Before samadhi mind is master and awareness is dependent on mind, in Samadhi awareness is master and mind is a slave. Awareness is pure consciousness.
Samadhi is the point of no return. Samadhi is the death of the mind as a master.
I have never heard of anybody died in deep meditation but one who attains Samadhi will always die in Samadhi."
What will happen if I meditate 15 hours a day? Will it lead to any complications?,"What will happen if I meditate 15 hrs a day. Will it lead to any complications?
One Complication is already there - your ego. Your very question is coming out from your ego. Ego wants you to conquer Everest. Ego likes challenges like 15 hrs or 7 days meditation - Sadhana.
Mind plays games of all kind and you are victim of your mind/ego.
You are advised to start meditating for as short as 8 minutes/day and then increase it by 4 minutes every 15 days.
Happy meditating."
"Dougles conquered his fear of water once he nearly drowned. He says, ""There is terror only in the fear of death."" Do you agree? Express your views.","Conquering one fear doesn't make you fearless. There are hundred and one fear lurking inside of everyone. Fear is basic survival instinct of every living being on this earth. If someone is not afraid of death then he is afraid of God. Fearlessness is phoney.
Nobody can be free of fear. Fear can only be understood. By understanding fear one can transcend the fear.
“Nothing in life is to be feared, it is only to be understood. Now is the time to understand more, so that we may fear less.” - Unknown"
How does force breathing differ from quiet breathing?,"Generally when one starts meditation such as Vipassana , he breathes artificially according to direction of mind and it feels like your mind is breathing in you lungs. This is called forced breathing.
Quiet breathing means natural breathing witnout any interference of mind.
Vipassana is all about observing your quiet/natural breathing, just be watcher of breathing without any control or interference."
Is it good to wake up at 3:00 AM and meditate?,"Yes as today first braham mahurat started at 4:09 and this is most receptive time of day and most of the serious meditators meditate at this time as this results in collective superconsciousness to work together to help you meditate deeper and manifest anything you want in life.
Reasons:-
There is less traffic of thoughts , no traffic noise, less pollution, less radiations like of cellphones, clear weather, capacity of thoughts to travel far, your clear, active and peaceful mind."
"Is it necessary to practise meditation, or not? Many are happy even without practising meditation. Why should I meditate?","Why do people drink alcohol? Why do people take Marijuana?
Do you think people find joy and fun .
Of course not, the fact is people try to forget themselves by taking alcohol or drugs.
While people enjoy artificial means , there is better way to enjoy this life.
Meditation is true art of ecstasy. Meditation is balancing bamboo stick to walk on tight rope of life.
Meditation gives new perspective and dimensions to your life.
Don't listen to me or anybody.
Become fish to enjoy the depths of the ocean."
I have been practicing meditation for nearly a year now but my anxiety levels haven't reduced a bit. They look more magnified than ever before. What should I do?,"Hypertension/ depression/anxiety and meditation has very little relation. If you are facing problem of hypertension because of relations or financial problems then meditation won't help. You need to set your life and your relations right.
Meditation can bring joy to your life by making you more available to NOW. MEDITATION is not a magic wand. Meditation is useless, if you are facing emotional or financial problems"
How does mindfulness help lower blood pressure in hypertensive patients?,"Hypertension/ depression and meditation has very little relation. If you are facing problem of hypertension because of relations or financial problems then meditation won't help. You need to set your life and your relations right.
Meditation can bring joy to your life by making you more available to NOW. MEDITATION is not a magic wand. Meditation is useless, if you are facing emotional or financial problems."
"When you were practicing meditation & suddenly, have you ever felt your body becoming heavy rigid and internally afraid?","Meditation makes you leave mind. When your mind looses grip on consciousness then mind resists and plays all kind of games making you scared(sometimes making you feel dying) so that you stop meditating.
But if you keep meditating then mind will ultimately lose grip on consciousness - this state is called Samadhi - the cessation of the mind.
Meditation is of no use , if it doesn't lead to enlightenment."
How do I increase my daily meditation time?,"Don't make goal of meditation. If you make a goal of meditating longer then your ego will make it an ambition and you will struggle meditating for longer , you will be frustrated.
Meditation is non-doing. Doing is a way of moving out. Non-doing is a way of moving in to the centre of your being.
The trick to meditate is to become observer of mind.Meditation starts by being separate from the mind, by being a witness of mind. e.g. When you look at mirror , you will only see your face if there is a distance between your face and mirror, if mirror is too close to your face you won't be able to see your face. Likewise when you become observer/witness of mind then a gap is created between mind and witness/observer/watcher.
Watching is the key of meditation. Watch your mind. Don’t do anything – no repetition of mantra, no repetition of the name of god- As you watch, slowly mind becomes empty of thoughts; but you are not falling asleep, you are becoming more alert, more aware.
As the mind becomes completely empty.Just by watching, you immediately get out of the mind.
While witnessing there will be gaps between any two thoughts and as you keep meditating these gaps will become larger and larger and one day gap will become permanent - this is called Samadhi.
Permanent cessation of mind."
"Can meditation, yoga, and medicine cure my depression?","Combination of yoga and meditation is going to work on physical and emotional level. If you just incorporate yoga in your daily life , that's going to work too. But if you can do meditation also then it is going to give you results quicker.
If you can devote few minutes in the evening for prayer that's going to work like magic."
How do I do meditation as thoughts come again and again if I sit to meditation?,"First thing first!
What is mind?
The mind is a constant traffic: thoughts are moving, desires are moving, memories are moving, ambitions are moving – it is a constant traffic! Day in, day out. Even when you are asleep the mind is functioning, it is dreaming. It is still thinking; it is still in worries and anxieties. It is preparing for the next day; an underground preparation is going on. Mind is all about random thoughts.
What is meditation?
Meditation is choiceless choice. Meditation is non-doing. You just watch thoughts moving as an observer.
How does meditation relax mind?
When you meditate then there are gaps between two thoughts. These gaps are equal to deep sleep moments. When your mind touches the deep sleep for few seconds or milliseconds, your mind and body relaxes.
This happens everyday in your sleep , it is not something beyond your experiences.
The key is to be aware of being sleepy while meditating.
Let the thoughts come and go , you remain WITNESS to the thoughts.
What are the benefits of regular meditation?
When your thoughts are more organized then your presence of mind will improve. Your creativity will skyrocket.
Meditation makes you more efficient in what you love to do.
How long should one meditate?
Start as short as 8 minutes in the morning.
Then 8 minutes in the morning and 8 minutes in the evening.
When you become comfortable with 8 minutes then increase it by 4 minutes after every 15 days.
Maximum 45 minutes meditation will change your life.
Remember :- Meditation is not a work, it is a play--- meditation is not something to be done to achieve some goal, but something to be enjoyed as a play itself. Meditation is not to be forced, it should come as natural as your breathing, your heartbeats. — Swami Jai Deep"
"Why is it that when I meditate, my throat goes to yours?","*Let me put your question the way I understood.
Why is it that when I meditate, my throat goes sour?
If it is happening frequently. There is blockage of energy at throat (vishuddha) chakra. There is one way to ensure that by quitting meditation for a week and see if there is some improvement. If YES, then you can be 100% sure that there is energy blockage at throat (vishuddha) chakra.
Solution :
This simple practice will unblock the energy blockage at vishuddha (throat) chakra.
Put your left hand palm at heart and right hand palm at forehead firmly and breath consciously for 10 minutes. Do it once in the morning and once in the evening , your problem will vanish in 3 days.
Do notice any change in your voice."
What are some meditation techniques that can be practised to control thoughts?,"You can never control your mind. One who says he can control mind , he doesn't have mind. Mind is chaos , a strom. Have you ever seen something like controlled Strom?
Mind is turmoil. If you can control mind knowingly or unknowingly you will move towards state of no-mind.
Meditation can help you understand your mind and attain state of no-mind - the silence.
How to meditate?
Just choose slient place and sit there, close your eyes and just watch your thoughts moving.
There will be gaps between two thoughts and this gap is state of no-mind. If you keep meditating these gaps will become larger and larger and one day gap will become permanent - that is called Samadhi- parmanent state of no- mind, then the cessation of mind will also be cessation of sorrows parmanently."
"I used to be a music artist, but now I can’t express myself the way I used to. It’s like I’m blocked. One of my chakra points is blocked. Am I making any sense whatsoever?","You are perfectly making sense as I can see your wisdom is telling you that there is something wrong with your energy system.
Body has wisdom to detect and correct any problem with body or mind.
To cut the long story short :-
You have stuck at heart (Anahata) chakra. When there is blockage at heart chakra then your mind doesn't work on trivial issues and the creativity is lost. Sometimes this can lead you to severe thoughts of suicide. You move like a ZOMBIE. (This happens when there are strong emotional problems or issues).
Solution :-
Try to be with your family as long as you can. Watch your childhood movies. Don't meditate or pray. Play your favourite sport. Read books on your favourite subjects.
Light exercise will do the trick. Live your life as if this is your last day.
This might take upto 3–4 months but you will come out with flying colours.
Best of luck."
"Is it really wise to stop our thought processes through enlightenment? Is this a way for spiritual organizations to hijack our ability to objectively examine their teachings seemingly aimed at making us self-less, thoughtless and mindless zombies?","First thing first!
What is mind?
The mind is a constant traffic: thoughts are moving, desires are moving, memories are moving, ambitions are moving – it is a constant traffic! Day in, day out. Even when you are asleep the mind is functioning, it is dreaming. It is still thinking; it is still in worries and anxieties. It is preparing for the next day; an underground preparation is going on. Mind is all about random thoughts.
Before enlightenment mind is master of your consciousness.
What is enlightenment?
Enlightenment is cessation of mind as a master. On enlightenment mind becomes slave of our consciousness. Mind doesn't die. Mind can be called and used on demand by consciousness.
Enlightenment makes you more natural, more human and less of greed,hatred and arrogance. Enlightenment makes you child again.
Enlightenment is your true nature. But people waste their whole life living by being slave of mind."
What are amazing facts about meditation? What is the best way to do this?,"First thing first!
What is mind?
The mind is a constant traffic: thoughts are moving, desires are moving, memories are moving, ambitions are moving – it is a constant traffic! Day in, day out. Even when you are asleep the mind is functioning, it is dreaming. It is still thinking; it is still in worries and anxieties. It is preparing for the next day; an underground preparation is going on. Mind is all about random thoughts.
What is meditation?
Meditation is choiceless choice. Meditation is non-doing. You just watch thoughts moving as an observer.
How does meditation relax mind?
When you meditate then there are gaps between two thoughts. These gaps are equal to deep sleep moments. When your mind touches the deep sleep for few seconds or milliseconds, your mind and body relaxes.
This happens everyday in your sleep , it is not something beyond your experiences.
The key is to be aware of being sleepy while meditating.
What are the benefits of regular meditation?
When your thoughts are more organized then your presence of mind will improve. Your creativity will skyrocket.
Meditation makes you more efficient in what you love to do.
How long should one meditate?
Start as short as 8 minutes in the morning.
Then 8 minutes in the morning and 8 minutes in the evening.
When you become comfortable with 8 minutes then increase it by 4 minutes after every 15 days.
Maximum 45 minutes meditation will change your life.
Remember :- Meditation is not a work, it is a play--- meditation is not something to be done to achieve some goal, but something to be enjoyed as a play itself. Meditation is not to be forced, it should come as natural as your breathing, your heartbeats. — Swami Jai Deep"
What are the benefits of incorporating five minutes meditation in our schedule? What should be the ideal time for meditation?,"First thing first!
What is mind?
The mind is a constant traffic: thoughts are moving, desires are moving, memories are moving, ambitions are moving – it is a constant traffic! Day in, day out. Even when you are asleep the mind is functioning, it is dreaming. It is still thinking; it is still in worries and anxieties. It is preparing for the next day; an underground preparation is going on. Mind is all about random thoughts.
What is meditation?
Meditation is choiceless choice. Meditation is non-doing. You just watch thoughts moving as an observer.
How does meditation relax mind?
When you meditate then there are gaps between two thoughts. These gaps are equal to deep sleep moments. When your mind touches the deep sleep for few seconds or milliseconds, your mind and body relaxes.
This happens everyday in your sleep , it is not something beyond your experiences.
The key is to be aware of being sleepy while meditating.
What are the benefits of regular meditation?
When your thoughts are more organized then your presence of mind will improve. Your creativity will skyrocket.
Meditation makes you more efficient in what you love to do.
How long should one meditate?
Start as short as 8 minutes in the morning.
Then 8 minutes in the morning and 8 minutes in the evening.
When you become comfortable with 8 minutes then increase it by 4 minutes after every 15 days.
Maximum 45 minutes meditation will change your life.
Remember :- Meditation is not a work, it is a play--- meditation is not something to be done to achieve some goal, but something to be enjoyed as a play itself. Meditation is not to be forced, it should come as natural as your breathing, your heartbeats. — Swami Jai Deep"
"Is there anything in nature which doesn't have duality, like day/night, light/dark?","Life exists through duality. Like two wings of the bird. Life needs duality to exist. Life cannot exist without polar Opposites. Life is a dialectical process between day and night, between life and death, between good and bad. Manifestation is not possible without duality. Our very language is limited by the duality of existence.
Only God can transcend duality of life. Where duality ends , godliness starts."
"How do we make a balance between physical, mental, and spiritual health as the people are looking for financial success only?","There can never be balance between spiritual and material life. Yes, you can have balance between religious and material life.
Religious life is just a display of your moral purities like material life.
Spirituality and material life are diametrically opposite. Spirituality has its roots inside while material life has its roots outside.
No body can pursue/balance spirituality as it happens at inner most plane of your existence. When everything in this world seems useless, when your ambitions become useless , when your being becomes hollow bamboo then the music of spirituality arises out of flute of your hollow Bamboo.
Life is not like walking on tight rope. Life controls you. Don't make mistake of controlling your life. Let every moment become joy. Whatsoever comes accept and express gratitude to it.
Live life as it comes. Your wisdom will guide you just about everything."
"Is the concept of chakras even real, or do we only have one energy?","Chakras and kundalini are two aspects of same energy. There is one energy called SHAKTI and chakras are energy centres of SHAKTI. SHAKTI moves from lowest chakra (muladhar chakra) to highest chakra (sahasara chakra) passing through other 5 chakras hence activating them.
Kundalini and chakras is not concept it is part of evolution of life on earth. Even animals have chakras , though they don't have more than 3 chakras.
There are millions of people who actvated more or less than 5 chakras and look around you will find many on internet."
How do I meditate when I live in a place where there is always at least 30dB of noise?,"You can use high quality headphone and try to witness the meditation sounds which are available on internet free.
Meditation is art of witnessing , it is not concentration."
"What happens if we have been meditating and the moment we are done with it, we fell asleep?","First thing first!
What is mind?
The mind is a constant traffic: thoughts are moving, desires are moving, memories are moving, ambitions are moving – it is a constant traffic! Day in, day out. Even when you are asleep the mind is functioning, it is dreaming. It is still thinking; it is still in worries and anxieties. It is preparing for the next day; an underground preparation is going on. Mind is all about random thoughts.
What is meditation?
Meditation is choiceless choice. Meditation is non-doing. You just watch thoughts moving as an observer.
How does meditation relax mind?
When you meditate then there are gaps between two thoughts. These gaps are equal to deep sleep moments. When your mind touches the deep sleep for few seconds or milliseconds, your mind and body relaxes.
This happens everyday in your sleep. it is not something beyond your experiences hence dont worry about sleepiness.
Your sleepiness shows that you are on right path you just have to be aware rest will fall in place slowly."
Why do we feel like something activates in our lower abdomen while breathing out?,Just 2–3 “ below navel there is Hara chakra and when we breath the breath goes down to Hara chakra. When one dies then breath doesn't go down to Hara chakra and prana leaves the body.
Can we go into our past lives using hypnosis?,"All memories of our past lives are stored in unconscious mind and above it we have subconscious and conscious mind.
To access the memories of past lives upto 7 births we shall have to bypass conscious and subconscious mind.
Hypnosis can let you access past lives but you will be unconscious while accessing past lives memories. The moment you come back to conscious mind you will not remember anything about past lives.
There is other technique to go into past lives that is called jati-smaran regression. There is a difference in jati-smaran regression and technique of hypnosis while regressing you go into past lives with consciousness ; in hypnosis you are taken into past lives by making you unconscious.
Be careful with such things as it can be frightening."
Why do we face dualities like joy-pain and gain-loss?,"Life exists through duality. Like two wings of the bird. Life needs duality to exist. Life cannot exist without polar Opposites. Life is a dialectical process between day and night, between life and death, between good and bad. Manifestation is not possible without duality. Our very language is limited by the duality of existence.
Only religion can transcend duality of life. Where duality ends , religion starts."
"What should be the correct order of exercise along with meditation, meditation-yoga-cardio, or yoga-Cardio-meditation?",Yoga -cardio -Meditation is correct sequence. Because yoga will open your muscles and joints. Cardio will throw out all the tensions and negative emotions out making you serene. Meditation will calm your mind and will restore your normal nervous system.
How can we know the limitations of the mind and use it to the maximum so that we are able to get access to whatever is beyond the body and mind?,"How can you go beyond mind by knowing limitations of mind. Your very efforts to know about mind will remain in the limitations of mind.
Going beyond the mind and body is called enlightenment. To go beyond mind you need state of no-mind. Only meditation can lead you to no-mind hence beyond body and mind.
Only enlightenment is true freedom from body and mind."
"I keep dreaming a bit strange. I realise it’s a dream at that time, but I cannot wake up. I still can have control on my dream. Is it a psychological problem or is it normal?","Your subconscious mind tries to complete the dream and your conscious mind knows it is a dream. Everybody dreams like that but if the dream is nightmare then one wakes up immediately.
Don't worry you are having normal dreams and tendency to complete is pretty normal."
"What will I do after lockdown? I started a small setup of printing shop by January 2020, machine is in private finance EMI, no savings too, can I able to survive? I'm very much afraid.","Fear is natural instinct of human nature and fear is basic survival mechanism of humans.
When fear hovers 24x7 then it becomes terror. Don't let this fear become terror. There is nothing can be done about fear but you can understand fear.
In Nov 2019 you were busy setting up printing shop hoping that is the last thing you needed but in March you again standing where you were in October 2019. What if you again become what you were in October 2019.
Fear is always about future not about past or present and I tell you what happened (lockdown) did you ever imagined in December 2019 or January 2020 of course NOT. Don't worry whatsoever happens , happens why to have fear about something you don't have control over.
Just relax into present spend time with family and till 3rd May 2020 , nobody is going to bother you. Live every moment you have."
Would meditation help you achieve peace if you are attracted towards material things and you don't really want to stop this attraction?,"Meditation doesn't cause renunciation. Though renunciation can lead you to meditation. Meditation is all about silencing your mind and leads you to peace.
You will enjoy material things more with serene mind."
Is it okay to use a bindi in this case? I’ve read that wearing it helps me a lot focus on the third eye and makes meditation more comfortable and awakening that way.,"Putting bindi is blockage to awakening of third eye the better substitute is sandal Tika/Tilak , that makes third eye area transparent and your pineal gland sensitive helping pineal gland to activate.
Synthetic Bindi will hamper your third eye activation."
Why do some people not like Osho's ideology?,"Central theme of Osho's teachings is enlightenment.
Every enlightened being is dangerous for people like priests and politicians. People who want to rule you. Politicians rule your body and mind , priests rule your soul. This is a mafia of prestige and power.
Enlightenment is always result of rebillion nature. One who doesn't accept the things because of faith or beliefs. He has to inquire true nature of mind. He can stake his life to find truth of himself.
I read somewhere once Osho went to Pundit Jawaharlal Nehru and asked him to include his teachings in syllabus of schools and colleges. Nehru simply refused his proposal , just because no one can rule the rebels and osho always advocated freedom from all superstitions, phony ideologies and traditions.
This society and religion keeps conditioning us to be useful to society. The very root of our society is rotten because society is selfish.
Selfishness is basis of our existence so as they sow so shall they reap.This vicious circle goes on. But society enjoys your slavery , your helplessness.
As Osho said, “Enlightenment is the only revolution.”"
"Is it true that consciousness creates reality and the world? Great scientist J. S. Bell said this, I am fully convinced that it has a central place in the ultimate nature of reality.","Whatsoever we perceive by our five senses is ultimately acknowledged by our consciousness.
All our five senses superimpose their limitations on whatsoever we perceive that is why we call this world Maya- illusion.
But when one goes beyond five senses then consciousness directly access this world without any distortions of mind and five senses.
Accessing reality directly by consciousness is called enlightenment."
Isn't concentration on breathing itself in meditation a sign of blocking the senses?,"Concentration and contemplation is not meditation. Meditation is witnessing your thoughts or breathing or anything natural like rising of sun, chirping of birds.
Meditation is being witness- the choiceless choice."
Is Ashwagandha good for boosting testosterone?,"Ashwagandha is known to reduce stress and helps silent sleep. Due to quality of sleep body produces more Human Growth Harmones (HGH are produced in sleep at 4 am in the morning) which is buliding blocks of muscles in human body. That results in more testosterone.
Ashwagandha and gokhru (Tribulus terrestris) combination is best for boosting testosterones."
Can meditation be done by hearing Om music and simultaneously concentrating on breathing?,"Meditation is observing not concentrating. You can meditate with Om music but then you are suggested to observe Om music not your breathing.
If you want to observe your breathing then Om music will be distraction.
Find a silent place and sit there , close your eyes and just observe ( concentration is not meditation) your breath.
Meditation is all about silencing your mind."
Can devotion and ego go together?,"Devotion is the way of heart and ego is the way of mind. Both are diametrically opposite.
Devotion is dissolving into lover like Meera and ego is possesing the lover like hindi movie hero.
Devotion and ego has no relation."
What is the scientific explanation of following each of the precepts in Vipassana?,"Science and meditation are diametrically opposites hence meditation can't be explained by laboratory.
The definition of science is knowing more and more of less and less. Meditation is just observing (in case of Vipassana, your breath).
Science understands by dissection of things. If science has to understand brain, brain has to be dissected and the moment brain is dissected , it dies. Dead brain is entirely different than living brain.
To know meditation, you will have to meditate and that too without expections."
"In case Shiva is divine, then why would they maintain sitting all times and meditate on which god?","Meditation doesn't require God. For those who meditate the very meditation becomes God.
God is a hypothesis which we need as a hook to hang our heart and mind on.
Concept of God came out of fear. Greater the fear , stronger the devotion will be.
And primarily if we take away concept of God from a theist then there is chance of him to go mad/neurotic so meditation is replacement of God."
"Which eye drop is better, an alcoholic base or a non-alcoholic base?",Cineriaria maritima schwabe alcoholic is best eyedrops for eyesight recovery.
"Is it a problem if we feel tired or sleepy after doing a small and simple meditation even though we liked meditation, not bored of it? Also, can you give a simple technique for better meditation?","First thing first!
What is mind?
The mind is a constant traffic: thoughts are moving, desires are moving, memories are moving, ambitions are moving – it is a constant traffic! Day in, day out. Even when you are asleep the mind is functioning, it is dreaming. It is still thinking; it is still in worries and anxieties. It is preparing for the next day; an underground preparation is going on. Mind is all about random thoughts.
What is meditation?
Meditation is choiceless choice. Meditation is non-doing. You just watch thoughts moving as an observer.
How does meditation relax mind?
When you meditate then there are gaps between two thoughts. These gaps are equal to deep sleep moments. When your mind touches the deep sleep for few seconds or milliseconds, your mind and body relaxes.
This happens everyday in your sleep. it is not something beyond your experiences hence dont worry about sleepiness.
Your sleepiness shows that you are on right path you just have to be aware rest will fall in place slowly."
Its been 14 days since I started meditation and even today I'm unable to concentrate. Out of 10 minutes I cannot concentrate on my breath for not more than 2 minutes. How can I improve my concentration and focusing time?,"First thing first!
What is mind?
The mind is a constant traffic: thoughts are moving, desires are moving, memories are moving, ambitions are moving – it is a constant traffic! Day in, day out. Even when you are asleep the mind is functioning, it is dreaming. It is still thinking; it is still in worries and anxieties. It is preparing for the next day; an underground preparation is going on. Mind is all about random thoughts.
What is meditation?
Meditation is choiceless choice. Meditation is non-doing. You don't CONCENTRATE on breath , you just watch your breath moving as an observer.
So don't force your mind to concentrate , just watch your breath moving in and out."
Is it possible for anyone to achieve enlightenment in a short space of time?,"Your very question is coming out of your impatient mind.
Zen saying: If you are in a hurry, you will never arrive. You can even arrive just by sitting, but in a hurry you can never arrive. The very impatience is a barrier.
The enlightenment is sudden, but the preparation is very long. It is just as you sharpen your axe well before you cut the tree. Sharpening of axe is as important as your strength to cut the tree.
If you are in a hurry, then it will be better to be interested in marijuana than into meditation, because drugs can give you dreams, instant dreams, sometimes of hell, sometimes of heaven.Hurry won’t help.
Bring down your impatience."
Would it be possible for the government to control our thoughts and minds?,"It is already being done by using media.
Everyone is prisoner of thoughts which are fed and controlled by priests, society and politicians. They make you feel special by religion and community. By feeling special, you think you are free but the fact is you are already in prison of political and religious ideology."
